src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,V0,1,Mo9,0.5,-0.5,0.0,0.0,1
0,V0,2,Mo10,0.5,0.0,0.5,0.0,1
0,V0,3,Mo11,0.5,0.5,0.0,0.0,1
0,V0,4,Mo12,0.5,0.0,-0.5,0.0,1
0,V0,5,Mo13,0.5,0.0,0.0,-0.5,1
0,V0,6,Y14,0.5,0.0,0.0,0.5,1
1,Mo9,0,V0,0.5,0.5,0.0,0.0,0
1,Mo9,2,Mo10,0.707107,0.5,0.5,0.0,0
1,Mo9,3,Mo11,1.0,1.0,0.0,0.0,0
1,Mo9,4,Mo12,0.707107,0.5,-0.5,0.0,0
1,Mo9,5,Mo13,0.707107,0.5,0.0,-0.5,0
1,Mo9,6,Y14,0.707107,0.5,0.0,0.5,0
2,Mo10,0,V0,0.5,0.0,-0.5,0.0,0
2,Mo10,1,Mo9,0.707107,-0.5,-0.5,0.0,0
2,Mo10,3,Mo11,0.707107,0.5,-0.5,0.0,0
2,Mo10,4,Mo12,1.0,0.0,-1.0,0.0,0
2,Mo10,5,Mo13,0.707107,0.0,-0.5,-0.5,0
2,Mo10,6,Y14,0.707107,0.0,-0.5,0.5,0
3,Mo11,0,V0,0.5,-0.5,0.0,0.0,0
3,Mo11,1,Mo9,1.0,-1.0,0.0,0.0,0
3,Mo11,2,Mo10,0.707107,-0.5,0.5,0.0,0
3,Mo11,4,Mo12,0.707107,-0.5,-0.5,0.0,0
3,Mo11,5,Mo13,0.707107,-0.5,0.0,-0.5,0
3,Mo11,6,Y14,0.707107,-0.5,0.0,0.5,0
4,Mo12,0,V0,0.5,0.0,0.5,0.0,0
4,Mo12,1,Mo9,0.707107,-0.5,0.5,0.0,0
4,Mo12,2,Mo10,1.0,0.0,1.0,0.0,0
4,Mo12,3,Mo11,0.707107,0.5,0.5,0.0,0
4,Mo12,5,Mo13,0.707107,0.0,0.5,-0.5,0
4,Mo12,6,Y14,0.707107,0.0,0.5,0.5,0
5,Mo13,0,V0,0.5,0.0,0.0,0.5,0
5,Mo13,1,Mo9,0.707107,-0.5,0.0,0.5,0
5,Mo13,2,Mo10,0.707107,0.0,0.5,0.5,0
5,Mo13,3,Mo11,0.707107,0.5,0.0,0.5,0
5,Mo13,4,Mo12,0.707107,0.0,-0.5,0.5,0
5,Mo13,6,Y14,1.0,0.0,0.0,1.0,0
6,Y14,0,V0,0.5,0.0,0.0,-0.5,1
6,Y14,1,Mo9,0.707107,-0.5,0.0,-0.5,1
6,Y14,2,Mo10,0.707107,0.0,0.5,-0.5,1
6,Y14,3,Mo11,0.707107,0.5,0.0,-0.5,1
6,Y14,4,Mo12,0.707107,0.0,-0.5,-0.5,1
6,Y14,5,Mo13,1.0,0.0,0.0,-1.0,1
