src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,Al0,1,B9,0.5,-0.5,0.0,0.0,1
0,Al0,2,Mo10,0.5,0.0,0.5,0.0,1
0,Al0,3,Mo11,0.5,0.5,0.0,0.0,1
0,Al0,4,Mo12,0.5,0.0,-0.5,0.0,1
0,Al0,5,Mo13,0.5,0.0,0.0,-0.5,1
0,Al0,6,Mo14,0.5,0.0,0.0,0.5,1
1,B9,0,Al0,0.5,0.5,0.0,0.0,1
1,B9,2,Mo10,0.707107,0.5,0.5,0.0,1
1,B9,3,Mo11,1.0,1.0,0.0,0.0,1
1,B9,4,Mo12,0.707107,0.5,-0.5,0.0,1
1,B9,5,Mo13,0.707107,0.5,0.0,-0.5,1
1,B9,6,Mo14,0.707107,0.5,0.0,0.5,1
2,Mo10,0,Al0,0.5,0.0,-0.5,0.0,0
2,Mo10,1,B9,0.707107,-0.5,-0.5,0.0,0
2,Mo10,3,Mo11,0.707107,0.5,-0.5,0.0,0
2,Mo10,4,Mo12,1.0,0.0,-1.0,0.0,0
2,Mo10,5,Mo13,0.707107,0.0,-0.5,-0.5,0
2,Mo10,6,Mo14,0.707107,0.0,-0.5,0.5,0
3,Mo11,0,Al0,0.5,-0.5,0.0,0.0,0
3,Mo11,1,B9,1.0,-1.0,0.0,0.0,0
3,Mo11,2,Mo10,0.707107,-0.5,0.5,0.0,0
3,Mo11,4,Mo12,0.707107,-0.5,-0.5,0.0,0
3,Mo11,5,Mo13,0.707107,-0.5,0.0,-0.5,0
3,Mo11,6,Mo14,0.707107,-0.5,0.0,0.5,0
4,Mo12,0,Al0,0.5,0.0,0.5,0.0,0
4,Mo12,1,B9,0.707107,-0.5,0.5,0.0,0
4,Mo12,2,Mo10,1.0,0.0,1.0,0.0,0
4,Mo12,3,Mo11,0.707107,0.5,0.5,0.0,0
4,Mo12,5,Mo13,0.707107,0.0,0.5,-0.5,0
4,Mo12,6,Mo14,0.707107,0.0,0.5,0.5,0
5,Mo13,0,Al0,0.5,0.0,0.0,0.5,0
5,Mo13,1,B9,0.707107,-0.5,0.0,0.5,0
5,Mo13,2,Mo10,0.707107,0.0,0.5,0.5,0
5,Mo13,3,Mo11,0.707107,0.5,0.0,0.5,0
5,Mo13,4,Mo12,0.707107,0.0,-0.5,0.5,0
5,Mo13,6,Mo14,1.0,0.0,0.0,1.0,0
6,Mo14,0,Al0,0.5,0.0,0.0,-0.5,0
6,Mo14,1,B9,0.707107,-0.5,0.0,-0.5,0
6,Mo14,2,Mo10,0.707107,0.0,0.5,-0.5,0
6,Mo14,3,Mo11,0.707107,0.5,0.0,-0.5,0
6,Mo14,4,Mo12,0.707107,0.0,-0.5,-0.5,0
6,Mo14,5,Mo13,1.0,0.0,0.0,-1.0,0
