src,atom_id1,tgt,atom_id2,weight,x,y,z,isMasked
0,Nb0,1,Mo1,0.433013,-0.25,-0.25,0.25,1
0,Nb0,2,Mo2,0.433013,-0.25,0.25,0.25,1
0,Nb0,3,Mo3,0.433013,0.25,0.25,0.25,1
0,Nb0,4,Mo4,0.433013,0.25,-0.25,0.25,1
0,Nb0,5,Mo5,0.433013,-0.25,-0.25,-0.25,1
0,Nb0,6,Hf6,0.433013,-0.25,0.25,-0.25,1
0,Nb0,7,Mo7,0.433013,0.25,0.25,-0.25,1
0,Nb0,8,Mo8,0.433013,0.25,-0.25,-0.25,1
1,Mo1,0,Nb0,0.433013,0.25,0.25,-0.25,0
1,Mo1,2,Mo2,0.5,0.0,0.5,0.0,0
1,Mo1,3,Mo3,0.707107,0.5,0.5,0.0,0
1,Mo1,4,Mo4,0.5,0.5,0.0,0.0,0
1,Mo1,5,Mo5,0.5,0.0,0.0,-0.5,0
1,Mo1,6,Hf6,0.707107,0.0,0.5,-0.5,0
1,Mo1,7,Mo7,0.866025,0.5,0.5,-0.5,0
1,Mo1,8,Mo8,0.707107,0.5,0.0,-0.5,0
2,Mo2,0,Nb0,0.433013,0.25,-0.25,-0.25,0
2,Mo2,1,Mo1,0.5,0.0,-0.5,0.0,0
2,Mo2,3,Mo3,0.5,0.5,0.0,0.0,0
2,Mo2,4,Mo4,0.707107,0.5,-0.5,0.0,0
2,Mo2,5,Mo5,0.707107,0.0,-0.5,-0.5,0
2,Mo2,6,Hf6,0.5,0.0,0.0,-0.5,0
2,Mo2,7,Mo7,0.707107,0.5,0.0,-0.5,0
2,Mo2,8,Mo8,0.866025,0.5,-0.5,-0.5,0
3,Mo3,0,Nb0,0.433013,-0.25,-0.25,-0.25,0
3,Mo3,1,Mo1,0.707107,-0.5,-0.5,0.0,0
3,Mo3,2,Mo2,0.5,-0.5,0.0,0.0,0
3,Mo3,4,Mo4,0.5,0.0,-0.5,0.0,0
3,Mo3,5,Mo5,0.866025,-0.5,-0.5,-0.5,0
3,Mo3,6,Hf6,0.707107,-0.5,0.0,-0.5,0
3,Mo3,7,Mo7,0.5,0.0,0.0,-0.5,0
3,Mo3,8,Mo8,0.707107,0.0,-0.5,-0.5,0
4,Mo4,0,Nb0,0.433013,-0.25,0.25,-0.25,0
4,Mo4,1,Mo1,0.5,-0.5,0.0,0.0,0
4,Mo4,2,Mo2,0.707107,-0.5,0.5,0.0,0
4,Mo4,3,Mo3,0.5,0.0,0.5,0.0,0
4,Mo4,5,Mo5,0.707107,-0.5,0.0,-0.5,0
4,Mo4,6,Hf6,0.866025,-0.5,0.5,-0.5,0
4,Mo4,7,Mo7,0.707107,0.0,0.5,-0.5,0
4,Mo4,8,Mo8,0.5,0.0,0.0,-0.5,0
5,Mo5,0,Nb0,0.433013,0.25,0.25,0.25,0
5,Mo5,1,Mo1,0.5,0.0,0.0,0.5,0
5,Mo5,2,Mo2,0.707107,0.0,0.5,0.5,0
5,Mo5,3,Mo3,0.866025,0.5,0.5,0.5,0
5,Mo5,4,Mo4,0.707107,0.5,0.0,0.5,0
5,Mo5,6,Hf6,0.5,0.0,0.5,0.0,0
5,Mo5,7,Mo7,0.707107,0.5,0.5,0.0,0
5,Mo5,8,Mo8,0.5,0.5,0.0,0.0,0
6,Hf6,0,Nb0,0.433013,0.25,-0.25,0.25,1
6,Hf6,1,Mo1,0.707107,0.0,-0.5,0.5,1
6,Hf6,2,Mo2,0.5,0.0,0.0,0.5,1
6,Hf6,3,Mo3,0.707107,0.5,0.0,0.5,1
6,Hf6,4,Mo4,0.866025,0.5,-0.5,0.5,1
6,Hf6,5,Mo5,0.5,0.0,-0.5,0.0,1
6,Hf6,7,Mo7,0.5,0.5,0.0,0.0,1
6,Hf6,8,Mo8,0.707107,0.5,-0.5,0.0,1
7,Mo7,0,Nb0,0.433013,-0.25,-0.25,0.25,0
7,Mo7,1,Mo1,0.866025,-0.5,-0.5,0.5,0
7,Mo7,2,Mo2,0.707107,-0.5,0.0,0.5,0
7,Mo7,3,Mo3,0.5,0.0,0.0,0.5,0
7,Mo7,4,Mo4,0.707107,0.0,-0.5,0.5,0
7,Mo7,5,Mo5,0.707107,-0.5,-0.5,0.0,0
7,Mo7,6,Hf6,0.5,-0.5,0.0,0.0,0
7,Mo7,8,Mo8,0.5,0.0,-0.5,0.0,0
8,Mo8,0,Nb0,0.433013,-0.25,0.25,0.25,0
8,Mo8,1,Mo1,0.707107,-0.5,0.0,0.5,0
8,Mo8,2,Mo2,0.866025,-0.5,0.5,0.5,0
8,Mo8,3,Mo3,0.707107,0.0,0.5,0.5,0
8,Mo8,4,Mo4,0.5,0.0,0.0,0.5,0
8,Mo8,5,Mo5,0.5,-0.5,0.0,0.0,0
8,Mo8,6,Hf6,0.707107,-0.5,0.5,0.0,0
8,Mo8,7,Mo7,0.5,0.0,0.5,0.0,0
